word_key,key,img_key,EnglishWord,PartOfSpeech,GeorgianWord,hint,priority,group,ExampleEnglish1,ExampleGeorgian1
go,go_p3p_past,go,They went,verb-p3p,წავიდნენ,past,2,verbs,They went home very late,ისინი ძალიან გვიან წავიდნენ სახლში
go,go_p1s_fut,go,I will go,verb-p1s,წავალ,future,2,verbs,I will go to the shop tomorrow,მე ხვალ მაღაზიაში წავალ
go,go_p2s_fut,go,You will go,verb-p2s,წახვალ,future,2,verbs,You will go to the beach in summer,შენ ზაფხულში ზღვაზე წახვალ
go,go_p3s_fut,go,He/She will go,verb-p3s,წავა,future,2,verbs,She will go to the café with friends,ის მეგობრებთან ერთად წავა კაფეში
go,go_p1p_fut,go,We will go,verb-p1p,წავალთ,future,2,verbs,We will go to the cinema tonight,ჩვენ დღეს საღამოს კინოში წავალთ
go,go_p3p_fut,go,They will go,verb-p3p,წავლენ,future,2,verbs,They will go to the mountains soon,ისინი მალე მთებში წავლენ
come,come_p1s_past,come,I came,verb-p1s,მოვედი,past,2,verbs,I came home very tired,მე სახლში ძალიან დაღლილი მოვედი
come,come_p2s_past,come,You came,verb-p2s,მოხვედი,past,2,verbs,You came to the station on time,შენ სადგურში დროზე მოხვედი
come,come_p3s_past,come,He/She came,verb-p3s,მოვიდა,past,2,verbs,He came to class early,ის ადრე მოვიდა კლასში
come,come_p1p_past,come,We came,verb-p1p,მოვედით,past,2,verbs,We came to the party together,ჩვენ ერთად მოვედით წვეულებაზე
come,come_p3p_past,come,They came,verb-p3p,მოვიდნენ,past,2,verbs,They came home very late,ისინი ძალიან გვიან მოვიდნენ სახლში
come,come_p1s_fut,come,I will come,verb-p1s,მოვალ,future,2,verbs,I will come tomorrow in the morning,მე ხვალ დილით მოვალ
come,come_p2s_fut,come,You will come,verb-p2s,მოხვალ,future,2,verbs,You will come to the café later,შენ მერე მოხვალ კაფეში
come,come_p3s_fut,come,He/She will come,verb-p3s,მოვა,future,2,verbs,He will come to the meeting soon,ის მალე მოვა შეხვედრაზე
come,come_p1p_fut,come,We will come,verb-p1p,მოვალთ,future,2,verbs,We will come to church together,ჩვენ ერთად მოვალთ ეკლესიაში
come,come_p3p_fut,come,They will come,verb-p3p,მოვლენ,future,2,verbs,They will come soon in the evening,ისინი საღამოს მალე მოვლენ
have_inanimate,have_inanimate_p1s_past,have_inanimate,I had,verb-p1s,მე მქონდა,past,2,verbs,I had a new car last year,მე შარშან ახალი მანქანა მქონდა
have_inanimate,have_inanimate_p2s_past,have_inanimate,You had,verb-p2s,შენ გქონდა,past,2,verbs,You had a big bag with you,შენ დიდი ჩანთა გქონდა
have_inanimate,have_inanimate_p3s_past,have_inanimate,He/She had,verb-p3s,მას ჰქონდა,past,2,verbs,She had a very interesting book,მას ძალიან საინტერესო წიგნი ჰქონდა
have_inanimate,have_inanimate_p1p_past,have_inanimate,We had,verb-p1p,ჩვენ გვქონდა,past,2,verbs,We had a clear plan for the trip,ჩვენ მოგზაურობისთვის მკაფიო გეგმა გვქონდა
have_inanimate,have_inanimate_p2p_past,have_inanimate,You (pl) had,verb-p2p,თქვენ გქონდათ,past,2,verbs,You had tickets for the concert,თქვენ კონცერტის ბილეთები გქონდათ
have_inanimate,have_inanimate_p3p_past,have_inanimate,They had,verb-p3p,მათ ჰქონდათ,past,2,verbs,They had two big houses in the city,მათ ქალაქში ორი დიდი სახლი ჰქონდათ
have_inanimate,have_inanimate_p1s_fut,have_inanimate,I will have,verb-p1s,მე მექნება,future,2,verbs,I will have time to help you tomorrow,მე ხვალ გიშველო დრო მექნება
have_inanimate,have_inanimate_p2s_fut,have_inanimate,You will have,verb-p2s,შენ გექნება,future,2,verbs,You will have enough money soon,შენ მალე საკმარისი ფული გექნება
have_inanimate,have_inanimate_p3s_fut,have_inanimate,He/She will have,verb-p3s,მას ექნება,future,2,verbs,He will have a private room,მას პირადი ოთახი ექნება
have_inanimate,have_inanimate_p1p_fut,have_inanimate,We will have,verb-p1p,ჩვენ გვექნება,future,2,verbs,We will have delicious food at the party,ჩვენ წვეულებაზე გემრიელი საჭმელი გვექნება
have_inanimate,have_inanimate_p2p_fut,have_inanimate,You (pl) will have,verb-p2p,თქვენ გექნებათ,future,2,verbs,You will have drinks at the table,თქვენ მაგიდაზე სასმელები გექნებათ
have_inanimate,have_inanimate_p3p_fut,have_inanimate,They will have,verb-p3p,მათ ექნებათ,future,2,verbs,They will have new houses next year,მათ მომავალ წელს ახალი სახლები ექნებათ
have_animate,have_animate_p1s_past,have_animate,I had,verb-p1s,მე მყავდა,past,2,verbs,I had a dog when I was a child,მე ბავშვობაში ძაღლი მყავდა
have_animate,have_animate_p2s_past,have_animate,You had,verb-p2s,შენ გყავდა,past,2,verbs,You had a black cat at home,შენ სახლში შავი კატა გყავდა
have_animate,have_animate_p3s_past,have_animate,He/She had,verb-p3s,მას ჰყავდა,past,2,verbs,He had a very close friend,მას ძალიან ახლო მეგობარი ჰყავდა
have_animate,have_animate_p1p_past,have_animate,We had,verb-p1p,ჩვენ გვყავდა,past,2,verbs,We had good teachers at school,ჩვენ სკოლაში კარგი მასწავლებლები გვყავდა
have_animate,have_animate_p2p_past,have_animate,You (pl) had,verb-p2p,თქვენ გყავდათ,past,2,verbs,You had many guests at the party,თქვენ წვეულებაზე ბევრი სტუმარი გყავდათ
have_animate,have_animate_p3p_past,have_animate,They had,verb-p3p,მათ ჰყავდათ,past,2,verbs,They had three children,მათ სამი ბავშვი ჰყავდათ
have_animate,have_animate_p1s_fut,have_animate,I will have,verb-p1s,მე მეყოლება,future,2,verbs,I will have a son in the future,მე მომავალში შვილი მეყოლება
have_animate,have_animate_p2s_fut,have_animate,You will have,verb-p2s,შენ გეყოლება,future,2,verbs,You will have many friends soon,შენ მალე ბევრი მეგობარი გეყოლება
have_animate,have_animate_p3s_fut,have_animate,He/She will have,verb-p3s,მას ეყოლება,future,2,verbs,She will have a baby next year,მას მომავალ წელს ბავშვი ეყოლება
have_animate,have_animate_p1p_fut,have_animate,We will have,verb-p1p,ჩვენ გვეყოლება,future,2,verbs,We will have important guests tomorrow,ჩვენ ხვალ მნიშვნელოვანი სტუმრები გვეყოლება
have_animate,have_animate_p2p_fut,have_animate,You (pl) will have,verb-p2p,თქვენ გეყოლებათ,future,2,verbs,You will have new workers soon,თქვენ მალე ახალი მუშები გეყოლებათ
have_animate,have_animate_p3p_fut,have_animate,They will have,verb-p3p,მათ ეყოლებათ,future,2,verbs,They will have many friends in the city,მათ ქალაქში ბევრი მეგობარი ეყოლებათ
take,take_p1s_pres,take,I take,verb-p1s,ვიღებ,present,2,verbs,I take a cup of coffee every morning,მე ყოველ დილით ვიღებ ყავას
take,take_p2s_pres,take,You take,verb-p2s,იღებ,present,2,verbs,You take bread from the table,შენ მაგიდიდან იღებ პურს
take,take_p3s_pres,take,He/She takes,verb-p3s,იღებს,present,2,verbs,He takes money from his wallet,ის საფულიდან იღებს ფულს
take,take_p1p_pres,take,We take,verb-p1p,ვიღებთ,present,2,verbs,We take books from the library,ჩვენ ბიბლიოთეკიდან ვიღებთ წიგნებს
take,take_p2p_pres,take,You (pl) take,verb-p2p,იღებთ,present,2,verbs,You take pictures of the city,თქვენ ქალაქის ფოტოებს იღებთ
take,take_p3p_pres,take,They take,verb-p3p,იღებენ,present,2,verbs,They take apples from the basket,ისინი კალათიდან იღებენ ვაშლებს
take,take_p1s_past,take,I took,verb-p1s,ავიღე,past,2,verbs,I took the bread from the shop,მე მაღაზიიდან ავიღე პური
take,take_p2s_past,take,You took,verb-p2s,აიღე,past,2,verbs,You took the keys from the table,შენ მაგიდიდან აიღე გასაღებები
take,take_p3s_past,take,He/She took,verb-p3s,აიღო,past,2,verbs,She took the phone quickly,მან სწრაფად აიღო ტელეფონი
take,take_p1p_past,take,We took,verb-p1p,ავიღეთ,past,2,verbs,We took chairs from the hall,ჩვენ დარბაზიდან ავიღეთ სკამები
take,take_p2p_past,take,You (pl) took,verb-p2p,აიღეთ,past,2,verbs,You took the tickets at the station,თქვენ სადგურში აიღეთ ბილეთები
take,take_p3p_past,take,They took,verb-p3p,აიღეს,past,2,verbs,They took bags from the car,მათ მანქანიდან აიღეს ჩანთები
take,take_p1s_fut,take,I will take,verb-p1s,ავიღებ,future,2,verbs,I will take a taxi tomorrow morning,მე ხვალ დილით ტაქსს ავიღებ
take,take_p2s_fut,take,You will take,verb-p2s,აიღებ,future,2,verbs,You will take a bus to school,შენ სკოლაში ავტობუსს აიღებ
take,take_p3s_fut,take,He/She will take,verb-p3s,აიღებს,future,2,verbs,He will take the new job next month,ის მომავალ თვეში ახალ სამსახურს აიღებს
take,take_p1p_fut,take,We will take,verb-p1p,ავიღებთ,future,2,verbs,We will take books for the exam,ჩვენ გამოცდისთვის წიგნებს ავიღებთ
take,take_p2p_fut,take,You (pl) will take,verb-p2p,აიღებთ,future,2,verbs,You will take orders at the restaurant,თქვენ რესტორანში შეკვეთებს აიღებთ
take,take_p3p_fut,take,They will take,verb-p3p,აიღებენ,future,2,verbs,They will take their seats,ისინი ადგილებს აიღებენ
show,show_p1s_pres,show,I show,verb-p1s,ვაჩვენებ,present,2,verbs,I show the picture to my friend,მე ჩემს მეგობარს ვაჩვენებ სურათს
show,show_p2s_pres,show,You show,verb-p2s,აჩვენებ,present,2,verbs,You show the way to the tourists,შენ ტურისტებს აჩვენებ გზას
show,show_p3s_pres,show,He/She shows,verb-p3s,აჩვენებს,present,2,verbs,He shows a new movie at the cinema,ის კინოში ახალ ფილმს აჩვენებს
show,show_p1p_pres,show,We show,verb-p1p,ვაჩვენებთ,present,2,verbs,We show our house to the guests,ჩვენ სტუმრებს ვაჩვენებთ სახლს
show,show_p2p_pres,show,You (pl) show,verb-p2p,აჩვენებთ,present,2,verbs,You show old photos to children,თქვენ ბავშვებს აჩვენებთ ძველ ფოტოებს
show,show_p3p_pres,show,They show,verb-p3p,აჩვენებენ,present,2,verbs,They show interesting books to students,ისინი სტუდენტებს აჩვენებენ საინტერესო წიგნებს
show,show_p1s_past,show,I showed,verb-p1s,ვაჩვენე,past,2,verbs,I showed the letter to my teacher,მე ჩემს მასწავლებელს ვაჩვენე წერილი
show,show_p2s_past,show,You showed,verb-p2s,აჩვენე,past,2,verbs,You showed the map to your brother,შენ შენს ძმას აჩვენე რუკა
show,show_p3s_past,show,He/She showed,verb-p3s,აჩვენა,past,2,verbs,She showed her dress to her friend,მან თავის მეგობარს აჩვენა კაბა
show,show_p1p_past,show,We showed,verb-p1p,ვაჩვენეთ,past,2,verbs,We showed the project to our boss,ჩვენ ჩვენს უფროსს ვაჩვენეთ პროექტი
show,show_p2p_past,show,You (pl) showed,verb-p2p,აჩვენეთ,past,2,verbs,You showed the tickets to the guard,თქვენ მცველს აჩვენეთ ბილეთები
show,show_p3p_past,show,They showed,verb-p3p,აჩვენეს,past,2,verbs,They showed their photos to the class,მათ კლასს აჩვენეს ფოტოები
show,show_p1s_fut,show,I will show,verb-p1s,ვაჩვენებ,future,2,verbs,I will show the plan tomorrow,მე ხვალ გეგმას ვაჩვენებ
show,show_p2s_fut,show,You will show,verb-p2s,აჩვენებ,future,2,verbs,You will show the place later,შენ მერე ადგილს აჩვენებ
show,show_p3s_fut,show,He/She will show,verb-p3s,აჩვენებს,future,2,verbs,He will show the photo to everyone,ის ყველას ფოტოს აჩვენებს
show,show_p1p_fut,show,We will show,verb-p1p,ვაჩვენებთ,future,2,verbs,We will show our room to the guests,ჩვენ სტუმრებს ოთახს ვაჩვენებთ
show,show_p2p_fut,show,You (pl) will show,verb-p2p,აჩვენებთ,future,2,verbs,You will show the film at school,თქვენ სკოლაში ფილმს აჩვენებთ
show,show_p3p_fut,show,They will show,verb-p3p,აჩვენებენ,future,2,verbs,They will show the city to tourists,ისინი ტურისტებს ქალაქს აჩვენებენ
how_much,how_much,how_much,How much?,question_word,რამდენი?,phrase,2,phrases,How much does this cost?,ეს რამდენი ღირს?
for_example,for_example,for_example,For example,phrase,მაგალითად,phrase,2,phrases,For example, bread is on the table,მაგალითად, პური მაგიდაზეა
in_my_opinion,in_my_opinion,in_my_opinion,In my opinion,phrase,ჩემი აზრით,phrase,2,phrases,In my opinion, this is true,ჩემი აზრით, ეს მართალია
what_does_this_mean,what_does_this_mean,what_does_this_mean,What does this mean?,phrase,რას ნიშნავს ეს?,phrase,2,phrases,What does this mean?,რას ნიშნავს ეს?
repeat_that,repeat_that,repeat_that,Can you repeat that?,phrase,შეგიძლიათ გაიმეოროთ?,phrase,2,phrases,Please repeat again,გაიმეორეთ კიდევ
i_have_question,i_have_question,i_have_question,I have a question,phrase,კითხვა მაქვს,phrase,2,phrases,I have one question,ერთი კითხვა მაქვს
mirror,mirror,mirror,Mirror,noun,სარკე,object,2,things,The mirror broke,სარკე დაიმტვრა
stairs,stairs,stairs,Stairs / ladder,noun,კიბე,object,2,things,The stairs are high,კიბე მაღალია
picture,picture,picture,Picture,noun,სურათი,object,2,things,I like this picture,მე მიყვარს ეს სურათი
towel,towel,towel,Towel,noun,პირსახოცი,object,2,things,The towel is wet,პირსახოცი სველია
soap,soap,soap,Soap,noun,საპონი,object,2,things,The soap fell,საპონი ჩამოვარდა
key,key,key,Key,noun,გასაღები,object,2,things,Where is the key?,სად არის გასაღები?
wallet,wallet,wallet,Wallet,noun,საფულე,object,2,things,My wallet is empty,ჩემი საფულე ცარიელია
medicine,medicine,medicine,Medicine,noun,წამალი,object,2,things,I need medicine,მჭირდება წამალი
weather,weather,weather,Weather,noun,ამინდი,nature,2,things,The weather is cold,ამინდი ცივია
cloud,cloud,cloud,Cloud,noun,ღრუბელი,nature,2,things,A big cloud came,დიდი ღრუბელი მოვიდა
fog,fog,fog,Fog,noun,ნისლი,nature,2,things,The fog is thick,ნისლი სქელია
storm,storm,storm,Storm,noun,ქარიშხალი,nature,2,things,The storm started,ქარიშხალი დაიწყო
nature,nature,nature,Nature,noun,ბუნება,nature,2,things,Nature is beautiful,ბუნება ლამაზია
world,world,world,World,noun,მსოფლიო,noun,2,things,The world is big,მსოფლიო დიდია
coast,coast,coast,Coast / beach,noun,სანაპირო,nature,2,things,The coast is quiet,სანაპირო წყნარია
people,people,people,People,noun,ხალხი,people,2,things,Many people came,ბევრი ხალხი მოვიდა
guest,guest,guest,Guest,noun,სტუმარი,people,2,things,A guest arrived,სტუმარი მოვიდა
boss,boss,boss,Boss / elder,noun,უფროსი,people,2,things,The boss is here,უფროსი აქ არის
enemy,enemy,enemy,Enemy,noun,მტერი,people,2,things,The enemy ran,მტერი გაიქცა
scientist,scientist,scientist,Scientist,noun,მეცნიერი,people,2,things,The scientist works,მეცნიერი მუშაობს
writer,writer,writer,Writer,noun,მწერალი,people,2,things,The writer reads,მწერალი კითხულობს
army,army,army,Army,noun,ჯარი,people,2,things,The army marched,ჯარი დაიძრა
interesting,interesting,interesting,Interesting,adjective,საინტერესო,adjective,2,phrases,The story is interesting,ეს ამბავი საინტერესოა
boring,boring,boring,Boring,adjective,მოსაწყენი,adjective,2,phrases,The film is boring today,ფილმი დღეს მოსაწყენია
tired,tired,tired,Tired,adjective,დაღლილი,adjective,2,phrases,I am very tired,მე ძალიან დაღლილი ვარ
afraid,afraid,afraid,Afraid / scared,adjective,შეშინებული,adjective,2,phrases,The little child is afraid,პატარა ბავშვი შეშინებულია
surprised,surprised,surprised,Surprised,adjective,გაკვირვებული,adjective,2,phrases,He is very surprised,ის ძალიან გაკვირვებულია
sure,sure,sure,Sure / certain,adjective,დარწმუნებული,adjective,2,phrases,I am completely sure,მე სრულიად დარწმუნებული ვარ
free,free,free,Free (not busy),adjective,თავისუფალი,adjective,2,phrases,Are you free now?,ახლა თავისუფალი ხარ?
busy,busy,busy,Busy,adjective,დაკავებული,adjective,2,phrases,She is very busy,ის ძალიან დაკავებულია
idea,idea,idea,Idea / thought / opinion,noun,აზრი,noun,2,phrases,That is a good idea,ეს კარგი აზრია
reason,reason,reason,Reason / cause,noun,მიზეზი,noun,2,phrases,There is no reason,მიზეზი საერთოდ არ არის
problem,problem,problem,Problem,noun,პრობლემა,noun,2,phrases,This is a big problem,ეს დიდი პრობლემაა
question,question,question,Question,noun,კითხვა,noun,2,phrases,I have one question,მე ერთი კითხვა მაქვს
answer,answer,answer,Answer,noun,პასუხი,noun,2,phrases,Please give an answer,გთხოვ მომეცი პასუხი
information,information,information,Information,noun,ინფორმაცია,noun,2,phrases,This is important information,ეს მნიშვნელოვანი ინფორმაციაა
story,story,story,Story / news,noun,ამბავი,noun,2,phrases,It is an interesting story,ეს საინტერესო ამბავია
news,news,news,News,noun,სიახლე,noun,2,phrases,That is good news,ეს კარგი სიახლეა
meaning,meaning,meaning,Meaning / importance,noun,მნიშვნელობა,noun,2,phrases,What’s the real meaning?,რა არის ნამდვილი მნიშვნელობა?
chance,chance,chance,Chance / opportunity,noun,შანსი,noun,2,phrases,You have one chance,შენ გაქვს ერთი შანსი
opportunity,opportunity,opportunity,Opportunity,noun,საშუალება,noun,2,phrases,It is a good opportunity,ეს კარგი საშუალებაა
rule,rule,rule,Rule,noun,წესი,noun,2,phrases,This is a new rule,ეს ახალი წესია
law,law,law,Law,noun,კანონი,noun,2,phrases,The law recently changed,კანონი ახლახან შეიცვალა
government,government,government,Government,noun,მთავრობა,noun,2,phrases,The government finally decided,მთავრობამ საბოლოოდ გადაწყვიტა
hope,hope,hope,Hope,noun,იმედი,noun,2,phrases,There is still hope,ჯერ კიდევ იმედი არის
part,part,part,Part / piece,noun,ნაწილი,noun,2,phrases,This is a big part,ეს დიდი ნაწილია
teacher,teacher,teacher,Teacher,noun,მასწავლებელი,noun,2,phrases,Our teacher came today,ჩვენი მასწავლებელი დღეს მოვიდა
thunder,thunder,thunder,Thunder,noun,ჭექა-ქუხილი,nature,2,phrases,The loud thunder woke me,ძლიერმა ჭექა-ქუხილმა გამაღვიძა
dancer,dancer,dancer,Dancer,noun,მოცეკვავე,noun,2,phrases,The dancer smiled happily,მოცეკვავე ბედნიერად გაიღიმა
worker,worker,worker,Worker,noun,მუშა,noun,2,phrases,Many workers came early,ბევრი მუშა ადრე მოვიდა
work,work,work,Work / job,noun,სამუშაო,noun,2,phrases,I finally found work,მე საბოლოოდ ვიპოვე სამუშაო
document,document,document,Document,noun,საბუთი,noun,2,phrases,Please sign the document,გთხოვ მოაწერე ხელი საბუთს
salary,salary,salary,Salary,noun,ხელფასი,noun,2,phrases,He received a good salary,მან მიიღო კარგი ხელფასი
discount,discount,discount,Discount,noun,ფასდაკლება,noun,2,phrases,They gave a big discount,მათ დიდი ფასდაკლება მისცეს
order,order,order,Order,noun,შეკვეთა,noun,2,phrases,Please place an order,გთხოვ გააკეთე შეკვეთა
choice,choice,choice,Choice,noun,არჩევანი,noun,2,phrases,That is a good choice,ეს კარგი არჩევანია
floor,floor,floor,Floor (building),noun,სართული,noun,2,phrases,We live on the second floor,ჩვენ ვცხოვრობთ მეორე სართულზე
entrance,entrance,entrance,Entrance,noun,შესასვლელი,noun,2,phrases,This is the main entrance,ეს მთავარი შესასვლელია
exit,exit,exit,Exit,noun,გასასვლელი,noun,2,phrases,Where is the nearest exit?,სად არის ყველაზე ახლო გასასვლელი?
place,place,place,Place / spot,noun,ადგილი,noun,2,phrases,This is a nice place,ეს კარგი ადგილია
side,side,side,Side,noun,მხარე,noun,2,phrases,This is your side,ეს შენი მხარეა
center,center,center,Center,noun,ცენტრი,noun,2,phrases,We met in the city center,ჩვენ ქალაქის ცენტრში შევხვდით
almost,almost,almost,Almost,adverb,თითქმის,adverb,2,phrases,I am almost ready,მე თითქმის მზად ვარ
quite,quite,quite,Quite / rather,adverb,საკმაოდ,adverb,2,phrases,The book is quite interesting,ეს წიგნი საკმაოდ საინტერესოა
enough,enough,enough,Enough,adjective,საკმარისი,adjective,2,phrases,We have enough money,ჩვენ გვაქვს საკმარისი ფული
approximately,approximately,approximately,Approximately,adverb,დაახლოებით,adverb,2,phrases,The house is approximately ten years old,ეს სახლი დაახლოებით ათი წლისაა
some,some,some,Some / a few,adjective,ზოგიერთი,adjective,2,phrases,Some people are waiting,ზოგიერთი ადამიანი ელოდება
most,most,most,Most / majority,adjective,უმეტესობა,adjective,2,phrases,Most students are tired,უმეტესობა სტუდენტი დაღლილია
any,any,any,Any / whichever,adjective,ნებისმიერი,adjective,2,phrases,Any day is fine,ნებისმიერი დღე კარგია
same,same,same,Same,adjective,იგივე,adjective,2,phrases,It is the same problem,ეს იგივე პრობლემაა
other,other,other,Other / another,adjective,სხვა,adjective,2,phrases,I met another person,მე შევხვდი სხვა ადამიანს
main,main,main,Main / chief,adjective,მთავარი,adjective,2,phrases,This is the main reason,ეს მთავარი მიზეზია
relationship,relationship,relationship,Relationship,noun,ურთიერთობა,noun,2,phrases,They have a close relationship,მათ აქვთ მჭიდრო ურთიერთობა
conversation,conversation,conversation,Conversation / talk,noun,საუბარი,noun,2,phrases,We had a short conversation,ჩვენ გვქონდა მოკლე საუბარი
meeting,meeting,meeting,Meeting,noun,შეხვედრა,noun,2,phrases,The work meeting was long,სამუშაო შეხვედრა გრძელი იყო
advice,advice,advice,Advice,noun,რჩევა,noun,2,phrases,That was good advice,ეს კარგი რჩევა იყო
promise,promise,promise,Promise,noun,დაპირება,noun,2,phrases,He always keeps promises,ის ყოველთვის ინახავს დაპირებას
business,business,business,Business / matter,noun,საქმე,noun,2,phrases,This is important business,ეს მნიშვნელოვანი საქმეა
neighbor,neighbor,neighbor,Neighbor,noun,მეზობელი,noun,2,phrases,My new neighbor came,ჩემი ახალი მეზობელი მოვიდა
goal,goal,goal,Goal / aim,noun,მიზანი,noun,2,phrases,She has a clear goal,მას აქვს გასაგები მიზანი
way,way,way,Way / road,noun,გზა,noun,2,phrases,The long road was empty,გრძელი გზა ცარიელი იყო
truth,truth,truth,Truth,noun,სიმართლე,noun,2,phrases,Always tell the truth,ყოველთვის თქვი სიმართლე
lie,lie,lie,Lie,noun,ტყუილი,noun,2,phrases,That was a big lie,ეს დიდი ტყუილი იყო
future,future,future,Future,noun,მომავალი,noun,2,phrases,She hopes for a bright future,ის იმედოვნებს ნათელ მომავალზე
past,past,past,Past,noun,წარსული,noun,2,phrases,We should forget the past,ჩვენ უნდა დავივიწყოთ წარსული
possibility,possibility,possibility,Possibility,noun,შესაძლებლობა,noun,2,phrases,There is a good possibility,არსებობს კარგი შესაძლებლობა
mistake,mistake,mistake,Mistake,noun,შეცდომა,noun,2,phrases,He made a big mistake,მან დაუშვა დიდი შეცდომა
quality,quality,quality,Quality,noun,ხარისხი,noun,2,phrases,The wine has high quality,ღვინოს აქვს მაღალი ხარისხი
quantity,quantity,quantity,Quantity,noun,რაოდენობა,noun,2,phrases,They ordered a large quantity,მათ შეუკვეთეს დიდი რაოდენობა
noise,noise,noise,Noise,noun,ხმაური,noun,2,phrases,The loud noise woke us,ძლიერმა ხმაურმა გაგვაღვიძა
silence,silence,silence,Silence,noun,სიჩუმე,noun,2,phrases,The deep silence was strange,ღრმა სიჩუმე უცნაური იყო
feeling,feeling,feeling,Feeling,noun,გრძნობა,noun,2,phrases,I had a strange feeling,მე მქონდა უცნაური გრძნობა
decision,decision,decision,Decision,noun,გადაწყვეტილება,noun,2,phrases,It was a final decision,ეს საბოლოო გადაწყვეტილება იყო
movement,movement,movement,Movement / traffic,noun,მოძრაობა,noun,2,phrases,The street movement stopped,ქუჩის მოძრაობა შეწყდა
change,change,change,Change,noun,ცვლილება,noun,2,phrases,The big change surprised us,დიდმა ცვლილებამ გაგვაკვირვა
happiness,happiness,happiness,Happiness,noun,ბედნიერება,noun,2,phrases,True happiness lasts forever,ნამდვილი ბედნიერება სამუდამოდ გრძელდება
freedom,freedom,freedom,Freedom,noun,თავისუფლება,noun,2,phrases,People love freedom,ხალხს უყვარს თავისუფლება
illness,illness,illness,Illness,noun,ავადმყოფობა,noun,2,phrases,The serious illness ended,მძიმე ავადმყოფობა დასრულდა
beginning,beginning,beginning,Beginning,noun,დასაწყისი,noun,2,phrases,It was a new beginning,ეს ახალი დასაწყისი იყო
end,end,end,End,noun,დასასრული,noun,2,phrases,At the very end,სულ ბოლოს დასასრულია
usage,usage,usage,Usage / application,noun,გამოყენება,noun,2,phrases,Daily phone usage increased,ყოველდღიური ტელეფონის გამოყენება გაიზარდა
faith,faith,faith,Faith / belief,noun,რწმენა,noun,2,phrases,She kept strong faith,მან შეინარჩუნა ძლიერი რწმენა
construction,construction,construction,Construction,noun,მშენებლობა,noun,2,phrases,The big construction finished,დიდი მშენებლობა დასრულდა
education,education,education,Education,noun,განათლება,noun,2,phrases,Every child needs education,ყოველ ბავშვს სჭირდება განათლება
death,death,death,Death,noun,სიკვდილი,noun,2,phrases,His sudden death shocked us,მისმა მოულოდნელმა სიკვდილმა გაგვაკვირვა
