"example_id","frame_id","english","georgian","context","usage_tip"
"303","desire_present","He wants coffee.","მას ყავა უნდა.","Ordering for a friend.","Crucial: 'ის' (He) becomes 'მას' because he is the receiver of the desire."
"304","desire_present","We want to rest.","ჩვენ დასვენება გვინდა.","Exhausted state.","'გვინდა' starts with 'გვ-', which is the marker for 'We' in emotional verbs."
"305","desire_present","What do you guys want?","თქვენ რა გინდათ?","Asking a group.","'გინდათ' is plural. Tone matters: it can be polite or aggressive."
"306","desire_present","They want help.","მათ დახმარება უნდათ.","Observing a problem.","Just like 'ის' becomes 'მას', the plural 'ისინი' becomes 'მათ' in the Dative case."
"307","desire_present","Luka wants ice cream.","ლუკას ნაყინი უნდა.","Talking about a child.","Because Luka is the 'experiencer', we add '-ს' to his name ('ლუკა' -> 'ლუკას')."
"308","desire_present","Of course I want it.","რა თქმა უნდა, მე მინდა.","Enthusiastic agreement.","'მინდა' can stand alone, but adding 'მე' makes it more emphatic."
"309","desire_present","I don't want it.","მე არ მინდა.","Declining an offer.","Simply put 'არ' before the verb to negate it."
"310","desire_present","As you wish.","როგორც შენ გინდა.","Conceding a choice.","'როგორც' means 'How' or 'As'. Literal: 'As you want'."
"311","desire_present","I want more and more.","მე სულ უფრო მეტი მინდა.","Expressing ambition/greed.","'სულ უფრო' is a phrase meaning 'more and more' or 'increasingly'."
"312","desire_present","I can't wait.","მე ერთი სული მაქვს.","Excitement for a trip.","Idiom: 'I have one soul'. Note: this uses 'მაქვს' (possession), not 'მინდა'."
"313","desire_present","I want cold water and hot coffee.","მე ცივი წყალი და ცხელი ყავა მინდა.","Specific ordering.","Adjectives like 'ცივი' (Cold) and 'ცხელი' (Hot) go before the noun."
"314","desire_present","Which wine do you want?","შენ რომელი ღვინო გინდა?","Offering a choice.","'რომელი' means Which. Use this when offering a specific selection."
"315","desire_present","I don't want anything right now.","ახლა მე არაფერი არ მინდა.","Refusing service politely.","Georgian uses double negation: 'არაფერი არ მინდა' (Nothing not I-want)."
"401","possession_inanimate","I have a car.","მე მანქანა მაქვს.","Describing what you own.","We use 'მაქვს' strictly for objects (things/ideas), not people or animals."
"402","possession_inanimate","You have a key.","შენ გასაღები გაქვს.","Checking if someone can enter.","The 'გ-' prefix in 'გაქვს' points to 'You' as the owner."
"403","possession_inanimate","He has a phone.","მას ტელეფონი აქვს.","Pointing out someone's device.","'ის' (He) becomes 'მას' (Dative) because he is the 'receiver' of ownership."
"404","possession_inanimate","We have a plan.","ჩვენ გეგმა გვაქვს.","Discussing strategy.","'გვაქვს' starts with 'გვ-', which marks 'We' in possession verbs."
"405","possession_inanimate","Do you guys have a question?","თქვენ კითხვა გაქვთ?","Addressing a group/audience.","'კითხვა' can mean both 'Question' and 'Reading' depending on context."
"406","possession_inanimate","They have books.","მათ წიგნები აქვთ.","Describing resources.","Just like 'ის' becomes 'მას', the plural 'ისინი' becomes 'მათ'."
"407","possession_inanimate","Mariam has a new job.","მარიამს ახალი სამსახური აქვს.","Sharing news about a friend.","Names always take the '-ს' ending in possession sentences ('მარიამს')."
"408","possession_inanimate","It makes no sense.","აზრი არ აქვს.","Dismissing an illogical idea.","Literally: 'It has no thought/sense'. 'აზრი' is the subject here."
"409","possession_inanimate","I hope so.","იმედი მაქვს.","Expressing optimism.","Literal: 'I have hope'. Used very frequently in conversation."
"410","possession_inanimate","Do you have time?","დრო გაქვს?","Asking for a favor.","Time words often sit right before the verb."
"411","possession_inanimate","It doesn't matter.","მნიშვნელობა არ აქვს.","Brushing off a detail.","Literal: 'It has no importance'."
"412","possession_inanimate","It has no connection.","არანაირი კავშირი არ აქვს.","Denying a link between events.","'არანაირი' is a strong negative adjective meaning 'no kind of'."
"413","possession_inanimate","I have a big problem.","მე დიდი პრობლემა მაქვს.","Reporting an issue.","Adjectives like 'დიდი' (Big) sit between the person ('მე') and the noun."
"414","possession_inanimate","How much money do you have?","რამდენი ფული გაქვს?","Asking about budget.","'რამდენი' means How much/How many."
"415","possession_inanimate","I have no idea.","წარმოდგენა არ მაქვს.","Admitting ignorance.","'წარმოდგენა' means idea or imagination. Stronger than just 'I don't know'."
"501","motion_away_present","I am going home.","მე სახლში მივდივარ.","Leaving a party.","The prefix 'მი-' acts like a GPS arrow pointing away from the current location."
"502","motion_away_present","Where are you going?","სად მიდიხარ?","Asking a friend.","'მიდიხარ' implies you are currently in motion, walking or driving away."
"503","motion_away_present","He is going to work.","ის სამსახურში მიდის.","Describing routine.","Note: The subject 'ის' is back to the simple Nominative case. No '-ს' or '-მა' needed here."
"504","motion_away_present","We are going to the cinema.","ჩვენ კინოში მივდივართ.","Date night.","'კინო' ends in a vowel, so we just add '-ში' without dropping anything."
"505","motion_away_present","Are you guys going to the village?","თქვენ სოფელში მიდიხართ?","Summer holidays.","'სოფელი' (Village) drops the 'ი' to become 'სოფელ-ში'."
"506","motion_away_present","They are going to the sea.","ისინი ზღვაზე მიდიან.","Vacation plans.","For bodies of water or open surfaces, we use '-ზე' (on/at) instead of '-ში' (in)."
"507","motion_away_present","The bus is going to Batumi.","ავტობუსი ბათუმში მიდის.","Travel logistics.","Even vehicles use the same verb. 'ბათუმი' drops the 'ი' -> 'ბათუმ-ში'."
"508","motion_away_present","I am going to sleep.","მე დასაძინებლად მივდივარ.","Saying goodnight.","Instead of a place, we use the 'Purposive' case ('-ad') to show the goal is an action."
"509","motion_away_present","Go ahead / Go on.","მიდი, მიდი!","Encouraging someone.","Imperative form. 'მიდი' is often repeated twice to mean 'Come on! Do it!'."
"510","motion_away_present","It fits you / It suits you.","შენ გიხდება.","Complimenting clothes.","Idiom! Literally 'It goes to you'. Used when clothes look good on someone."
"511","motion_away_present","Time is passing / Time flies.","დრო გადის.","Philosophical statement.","The prefix changes slightly to 'გა-' (out/across) to show time passing by."
"512","motion_away_present","Everything is going well.","ყველაფერი კარგად მიდის.","Status update.","Here 'going' implies the progress of a situation, not physical walking."
"513","motion_away_present","I am not going anywhere.","მე არსად არ მივდივარ.","Staying put.","'არსად' means nowhere. Georgian requires the double negative: 'Nowhere not I-go'."
"514","motion_away_present","Are we going on foot or by car?","ფეხით მივდივართ თუ მანქანით?","Travel method.","'ფეხით' implies 'using foot' (Instrumental case). 'თუ' means 'or'."
"515","motion_away_present","I am going to the shop to buy bread.","მე პურის საყიდლად მივდივარ.","Explaining an errand.","'პურის საყიდლად' means 'for the buying of bread'. This is a high-level structure explaining purpose."
"601","origin_state","I am from America.","მე ამერიკიდან ვარ.","Introductions.","To say 'from', we glue '-დან' to the end of the place name."
"602","origin_state","Where are you from?","საიდან ხარ?","Asking origin.","'საიდან' is a fusion of 'სად' (Where) + '-დან' (From)."
"603","origin_state","She is from Tbilisi.","ის თბილისიდანაა.","Stating hometown.","'თბილისი' drops its final 'ი' before adding '-დან'. The final '-ა' means 'is'."
"604","origin_state","We are from Kutaisi.","ჩვენ ქუთაისიდან ვართ.","Group introduction.","'ქუთაისი' is a major city in West Georgia."
"605","origin_state","You guys are from Europe.","თქვენ ევროპიდან ხართ.","Discussing background.","Continents work just like cities: 'ევროპა' -> 'ევროპიდან'."
"606","origin_state","They are from work.","ისინი სამსახურიდან არიან.","Where they came from.","Here, '-დან' implies coming from a location, not nationality."
"607","origin_state","This wine is from Kakheti.","ეს ღვინო კახეთიდანაა.","Describing products.","Kakheti is the main wine region. Use '-დან' for product origins."
"608","origin_state","Of course I am from Tbilisi.","რა თქმა უნდა, თბილისიდან ვარ.","Showing local pride.","Common response when someone doubts your origin."
"609","origin_state","I am coming from home.","სახლიდან მოვდივარ.","Answering 'Where were you?'.","'სახლი' drops the 'ი'. Use 'მოვდივარ' (Coming) if you are arriving."
"610","origin_state","It's not far from here.","აქედან შორს არ არის.","Giving directions.","'აქედან' means 'from here'. 'შორს' means far."
"611","origin_state","I am coming from there.","იქიდან მოვდივარ.","Pointing backwards.","'იქიდან' means 'from there' (that place)."
"612","origin_state","Therefore, we must go.","აქედან გამომდინარე, უნდა წავიდეთ.","Logical conclusion.","'აქედან გამომდინარე' is a formal connector. 'უნდა' implies necessity."
"613","origin_state","I am from the village.","მე სოფლიდან ვარ.","Describing rural roots.","'სოფელი' (Village) loses the 'ე' to become 'სოფლ-' before adding endings."
"614","origin_state","Who is this gift from?","ვისგან არის ეს საჩუქარი?","Asking about a sender.","For people, we use '-გან' instead of '-დან' to mean 'from'."
"615","origin_state","I am coming from a friend.","მეგობრისგან მოვდივარ.","Explaining where you were.","'მეგობარი' (Friend) uses the human 'from' ending ('-გან')."
"701","liking_present","I like this city.","მე ეს ქალაქი მომწონს.","Expressing an opinion.","'მომწონს' is for superficial liking (taste, look). Subject is Dative ('მე')."
"702","liking_present","Do you like this book?","შენ ეს წიგნი მოგწონს?","Asking for a review.","The 'გ-' inside 'მოგწონს' marks 'You'."
"703","liking_present","He likes this wine.","მას ეს ღვინო მოსწონს.","Discussing tastes.","'მას' (He/She) is the receiver of the pleasure. 'მოსწონს' marks the 3rd person."
"704","liking_present","We like this idea.","ჩვენ ეს იდეა მოგვწონს.","Group consensus.","'მოგვწონს' tracks 'We' via the 'გვ-' marker."
"705","liking_present","You guys like this music.","თქვენ ეს მუსიკა მოგწონთ.","Commenting on a playlist.","'მოგწონთ' is the plural form for 'You all'."
"706","liking_present","They like this house.","მათ ეს სახლი მოსწონთ.","Real estate / Visiting.","'მოსწონთ' is the plural marker for 'They like'."
"707","liking_present","Luka likes this movie.","ლუკას ეს ფილმი მოსწონს.","Talking about a friend.","Names take '-ს' because they are the 'experiencer' of the liking."
"708","liking_present","I don't like it.","არ მომწონს.","Expressing dislike.","Simply add 'არ' (not). Often used alone as a full sentence."
"709","liking_present","I like it very much.","ძალიან მომწონს.","Strong approval.","'ძალიან' (Very) intensifies the feeling."
"710","liking_present","Do you like this?","ეს მოგწონს?","Showing something.","'ეს' (This) is the thing being liked."
"711","liking_present","I prefer this.","ეს მირჩევნია.","Making a choice.","'მირჩევნია' means 'It is preferable to me'."
"712","liking_present","I don't like it at all.","სულაც არ მომწონს.","Strong rejection.","'სულაც არ' is emphatic: 'Not even a little'."
"713","liking_present","I really like Georgian cuisine.","ძალიან მომწონს ქართული სამზარეულო.","Complimenting food.","'სამზარეულო' means both 'Kitchen' and 'Cuisine'."
"714","liking_present","I like your new car.","შენი ახალი მანქანა მომწონს.","Complimenting a purchase.","'შენი' (Your) possesses the car, but 'მომწონს' reflects 'My' liking."
"715","liking_present","Who likes this photo?","ვის მოსწონს ეს ფოტო?","Social media context.","'ვინ' (Who) changes to 'ვის' because it is the Dative question word."
"801","necessity_present","I need a doctor.","მე ექიმი მჭირდება.","Emergency or checkup.","'მჭირდება' implies necessity, distinct from wanting ('მინდა'). Subject is Dative."
"802","necessity_present","Do you need time?","შენ დრო გჭირდება?","Asking for patience.","The 'გ-' prefix marks 'You' as the person in need."
"803","necessity_present","She needs help.","მას დახმარება სჭირდება.","Pointing out trouble.","'ის' (She) changes to 'მას' because she is the receiver of the need."
"804","necessity_present","We need an answer.","ჩვენ პასუხი გვჭირდება.","Demanding clarity.","'გვჭირდება' tracks 'We' via the 'გვ-' prefix."
"805","necessity_present","Do you guys need a ticket?","თქვენ ბილეთი გჭირდებათ?","Travel or event.","'გჭირდებათ' is the plural form for addressing a group."
"806","necessity_present","They need information.","მათ ინფორმაცია სჭირდებათ.","Business context.","Just like singular 'მას', the plural 'ისინი' becomes 'მათ' in the Dative case."
"807","necessity_present","Mariam needs money.","მარიამს ფული სჭირდება.","Discussing a loan.","Names take '-ს' because they are the 'experiencer' of the need."
"808","necessity_present","Of course I need it.","რა თქმა უნდა, მჭირდება.","Confirming importance.","'რა თქმა უნდა' (Of course) reinforces the verb."
"809","necessity_present","I need it now.","ახლა მჭირდება.","Urgency.","'ახლა' means 'now' and usually sits before the verb."
"810","necessity_present","I don't need it.","არ მჭირდება.","Refusing help/items.","Simply add 'არ' (not). Common standalone phrase."
"811","necessity_present","I definitely need this.","ეს ნამდვილად მჭირდება.","Certainty.","'ნამდვილად' means 'definitely' or 'really'."
"812","necessity_present","What do I need?","რა მჭირდება?","Asking for instructions.","'რა' (What) stays in the base form because it is the subject of the need."
"813","necessity_present","I need your help.","შენი დახმარება მჭირდება.","Asking a favor.","'შენი' (Your) possesses the help, but 'მჭირდება' reflects 'My' need."
"814","necessity_present","Who needs a break?","ვის სჭირდება შესვენება?","Asking a group.","'ვინ' (Who) changes to 'ვის' (Whom) because it is the Dative question word."
"815","necessity_present","I don't need anything else.","სხვა არაფერი არ მჭირდება.","Satisfied with order.","'სხვა' means 'other'. Double negation is standard here."
"901","possession_animate","I have a brother.","მე ძმა მყავს.","Family introductions.","'მყავს' is strictly for living beings (people/animals), unlike 'მაქვს'."
"902","possession_animate","You have a friend.","შენ მეგობარი გყავს.","Reassuring someone.","The 'გ-' inside 'გყავს' marks 'You' as the person connected."
"903","possession_animate","He has a child.","მას შვილი ჰყავს.","Family status.","'ჰყავს' is the 3rd person form. It often has a silent or soft 'h-' start."
"904","possession_animate","We have a cat.","ჩვენ კატა გვყავს.","Talking about pets.","'გვყავს' tracks 'We' via the 'გვ-' prefix."
"905","possession_animate","You guys have a teacher.","თქვენ მასწავლებელი გყავთ.","School context.","'გყავთ' is the plural form for 'You all have someone'."
"906","possession_animate","They have guests.","მათ სტუმრები ჰყავთ.","Explaining noise.","'სტუმრები' is plural for guest. 'ჰყავთ' is 'They have someone'."
"907","possession_animate","Nino has a dog.","ნინოს ძაღლი ჰყავს.","Describing a pet owner.","Names take '-ს' because Nino is the 'receiver' of the possession."
"908","possession_animate","I have Mariam here.","მარიამი მყავს.","Phone call update.","Implies 'Mariam is with me'. Object (Mariam) is in Nominative case."
"909","possession_animate","Who do you have?","ვინ გყავს?","Asking about family/contacts.","'ვინ' (Who) is the subject here, so it stays in the base form."
"910","possession_animate","I have many friends.","ბევრი მეგობარი მყავს.","Social status.","After quantity words like 'ბევრი' (Many), the noun stays singular ('მეგობარი')."
"911","possession_animate","I have a good doctor.","კარგი ექიმი მყავს.","Recommendation.","Adjectives like 'კარგი' go before the person-noun."
"912","possession_animate","I have a child.","შვილი მყავს.","Parent status.","The standard way to say 'I am a parent'."
"913","possession_animate","I have a very smart dog.","ძალიან ჭკვიანი ძაღლი მყავს.","Bragging about pets.","'ჭკვიანი' means smart. Note 'მყავს' because it's an animal."
"914","possession_animate","Do you have a grandmother?","ბებია გყავს?","Asking about family.","'ბებია' (Grandma) is the subject of the sentence grammatically."
"915","possession_animate","I don't have anyone.","არავინ არ მყავს.","Expressing loneliness.","'არავინ' means 'no one'. Uses double negation."
"1001","doing_present","I am doing work.","მე საქმეს ვაკეთებ.","Busy status.","In present tense, the object ('საქმე') takes the '-ს' ending (Dative)."
"1002","doing_present","You are making coffee.","შენ ყავას აკეთებ.","Kitchen activity.","'ყავა' becomes 'ყავას' because it is the target of the action."
"1003","doing_present","She is making dinner.","ის სადილს აკეთებს.","Meal prep.","'აკეთებს' is the 3rd person form. 'სადილი' loses 'ი' and gains '-ს'."
"1004","doing_present","We are making tea.","ჩვენ ჩაის ვაკეთებთ.","Hosting guests.","'ჩაი' takes '-ს' to become 'ჩაის'. 'ვაკეთებთ' marks 'We'."
"1005","doing_present","What are you guys doing?","თქვენ რას აკეთებთ?","Asking a group.","'რა' (What) changes to 'რას' because it is the object of the doing."
"1006","doing_present","They are doing everything.","ისინი ყველაფერს აკეთებენ.","Praising effort.","'ყველაფერი' (Everything) becomes 'ყველაფერს' as the object."
"1007","doing_present","Giorgi is making coffee.","გიორგი ყავას აკეთებს.","Describing a scene.","Subject (Giorgi) stays in Base form. Object (Coffee) gets '-ს'."
"1008","doing_present","I'm doing work/stuff.","საქმეს ვაკეთებ.","Casual reply to 'What's up?'.","We often drop the 'მე' (I) because 'ვ-' in 'ვაკეთებ' marks it."
"1009","doing_present","I am doing this.","ამას ვაკეთებ.","Explaining a task.","'ეს' (This) changes to 'ამას' when it is the object being worked on."
"1010","doing_present","I am doing it now.","ახლა ვაკეთებ.","Promise/Action.","'ახლა' (Now) emphasizes the current moment."
"1011","doing_present","Why are you doing this?","ამას რატომ აკეთებ?","Confrontation/Curiosity.","'რატომ' means 'Why'. 'ამას' is the object 'This'."
"1012","doing_present","I am doing exercise.","ვარჯიშს ვაკეთებ.","Workout context.","'ვარჯიში' drops 'ი', adds '-ს'. Standard phrase for 'working out'."
"1013","doing_present","I am preparing a surprise.","სიურპრიზს ვამზადებ.","Secret plan.","'ვამზადებ' (Preparing) is a synonym for doing/making. Object gets '-ს'."
"1014","doing_present","Who is making the cake?","ტორტს ვინ აკეთებს?","Party prep.","'ვინ' (Who) stays in base form because it is the subject (Doer)."
"1015","doing_present","I am not doing anything.","არაფერს არ ვაკეთებ.","Denying activity/Lazy.","'არაფერი' becomes 'არაფერს' as the object. Double negation applies."
"1101","activity_present","I am working.","მე ვმუშაობ.","Busy on a project.","Medial verbs like this don't need an object. The 'ვ-' marks 'I'."
"1102","activity_present","Where do you work?","შენ სად მუშაობ?","Getting to know someone.","'სად' (Where) sits before the verb. 'მუშაობ' matches 'You'."
"1103","activity_present","He talks a lot.","ის ბევრს ლაპარაკობს.","Describing a chatty person.","'ბევრს' (A lot) is technically the object here. 'ლაპარაკობს' implies ongoing speech."
"1104","activity_present","We speak Georgian.","ჩვენ ქართულად ვლაპარაკობთ.","Demonstrating language skills.","'ქართულად' is an adverb: 'In the Georgian manner'. Use this form for languages."
"1105","activity_present","You guys are resting.","თქვენ ისვენებთ.","Observing a break.","'ისვენებთ' comes from 'დასვენება' (Resting). It matches the plural 'You'."
"1106","activity_present","They are playing.","ისინი თამაშობენ.","Watching kids or a game.","'თამაშობენ' ends in '-ენ', which is the standard plural marker for 'They'."
"1107","activity_present","Dad is working.","მამა მუშაობს.","Family status update.","Subject ('მამა') stays in the base form (Nominative) because this is a Medial verb."
"1108","activity_present","I am learning / studying.","ვსწავლობ.","Student status.","Can mean 'I am a student' or 'I am currently studying'. Pronoun 'მე' is dropped."
"1109","activity_present","I live here.","აქ ვცხოვრობ.","Stating residence.","'ცხოვრება' is the noun (Life). 'ვცხოვრობ' is the verb (I live)."
"1110","activity_present","I am dancing.","ვცეკვავ.","At a party.","Describes the process of dancing, not a specific dance move."
"1111","activity_present","I am speaking.","ვლაპარაკობ.","On the phone.","Use this to say 'I am speaking' or 'I am the one talking'."
"1112","activity_present","I am joking.","ვხუმრობ.","Diffusing tension.","'ხუმრობა' is the noun (Joke). Essential for social bonding."
"1113","activity_present","I am waiting for a friend.","მეგობარს ველოდები.","Standing outside a cafe.","'ველოდები' is a medial verb that takes a Dative object ('მეგობარს')."
"1114","activity_present","How are you entertaining yourself?","რით ერთობი?","Asking about hobbies.","'ერთობი' means 'You are having fun/entertaining yourself'. 'რით' means 'With what'."
"1115","activity_present","I am thinking about you.","შენზე ვფიქრობ.","Romantic or caring.","'ვფიქრობ' (Thinking) uses the '-ზე' (About/On) ending for the topic."
"1201","motion_toward_present","I am coming.","მე მოვდივარ.","Answering 'Where are you?'.","The 'მო-' prefix acts like a GPS: it specifically means 'Toward the speaker'."
"1202","motion_toward_present","When will you come?","შენ როდის მოხვალ?","Scheduling a meeting.","'მოხვალ' acts as the future tense of 'Coming'. 'როდის' means When."
"1203","motion_toward_present","She will come soon.","ის მალე მოვა.","Reassuring someone.","'მალე' means 'soon'. 'მოვა' is the 3rd person future form."
"1204","motion_toward_present","We are coming home.","ჩვენ სახლში მოვდივართ.","Calling parents.","'სახლი' drops the 'ი' before adding '-ში'. 'მოვდივართ' tracks 'We'."
"1205","motion_toward_present","Are you guys coming?","თქვენ მოდიხართ?","Checking on a group.","'მოდიხართ' is the present continuous form for 'You all are coming'."
"1206","motion_toward_present","They are coming.","ისინი მოდიან.","Warning of arrival.","'მოდიან' uses the standard '-ან' ending for 'They' in motion verbs."
"1207","motion_toward_present","Mariam is coming.","მარიამი მოდის."," announcing a guest.","Subject ('მარიამი') is Nominative. 'მოდის' is the standard 'He/She comes'."
"1208","motion_toward_present","Come here!","აქ მოდი!","Calling a friend/pet.","'მოდი' is the Imperative command form. 'აქ' means Here."
"1209","motion_toward_present","He came back.","უკან მოვიდა.","Reporting a return.","'უკან' means back. 'მოვიდა' is the Past Tense (Aorist) of 'Came'."
"1210","motion_toward_present","We are coming to Tbilisi.","თბილისში მოვდივართ.","Travel update.","'თბილისში' indicates the goal. 'მოვდივართ' implies we are en route."
"1211","motion_toward_present","Come close.","ახლოს მოდი.","Intimate / Secret.","'ახლოს' means 'near/close'. Used for physical proximity."
"1212","motion_toward_present","I'm on the way.","გზაში ვარ.","Running late.","Idiom: 'I am in the road/way'. implies 'I am currently travelling'."
"1213","motion_toward_present","Come in! (Enter).","შემოდი!","Answering a knock.","'შემო-' adds the nuance of 'Into' + 'Toward me'. Essential for hospitality."
"1214","motion_toward_present","Bring it here.","აქ მოიტანე.","Asking for an object.","'მოიტანე' combines 'Come' (mo) with 'Carry' (tana)."
"1215","motion_toward_present","Are you coming with me?","ჩემთან ერთად მოდიხარ?","Inviting someone along.","'ჩემთან ერთად' is the standard phrase for 'Together with me'."
"1301","ability_present","I can go.","მე წასვლა შემიძლია.","Permitted to leave.","'შემიძლია' means 'it is possible for me'. The verb already shows who can do it."
"1302","ability_present","You can help.","შენ დახმარება შეგიძლია.","Requesting support.","'დახმარება' (Helping) is the noun/subject. 'შეგიძლია' marks 'You can'."
"1303","ability_present","He can speak.","მას ლაპარაკი შეუძლია.","Describing skills.","'ის' becomes 'მას' (Dative). 'შეუძლია' marks the 3rd person ability."
"1304","ability_present","We can work.","ჩვენ მუშაობა შეგვიძლია.","Team capability.","'შეგვიძლია' tracks 'We' via the 'გვ-' infix."
"1305","ability_present","You guys can come.","თქვენ მოსვლა შეგიძლიათ.","Issuing an invite.","'შეგიძლიათ' is the plural form. 'მოსვლა' is the infinitive 'To come'."
"1306","ability_present","They can do everything.","მათ ყველაფერი შეუძლიათ.","Praising a team.","'ისინი' becomes 'მათ'. 'შეუძლიათ' marks 'They can'."
"1307","ability_present","Giorgi can swim.","გიორგის ცურვა შეუძლია.","Describing a skill.","Names take '-ს' because ability is an 'experiencer' frame."
"1308","ability_present","I can't.","არ შემიძლია.","Refusing a request.","Standard negation. often implies 'I am physically unable' or 'It is not possible'."
"1309","ability_present","How can I help you?","რით შემიძლია დაგეხმაროთ?","Formal customer service.","'რით' (With what) + 'დაგეხმაროთ' (Polite future help)."
"1310","ability_present","I can't do this.","ეს არ შემიძლია.","Giving up on a task.","'ეს' (This) is the subject. 'არ შემიძლია' is the inability."
"1311","ability_present","Enjoy it while you can.","სანამ შეგიძლია, ისიამოვნე.","Life advice.","'სანამ' means 'while' or 'until'. Connects time to ability."
"1312","ability_present","I can do it.","შემიძლია გავაკეთო.","Confidence / determination.","Combines 'Ability' (shemidzlia) + 'Optative Action' (gavaketo)."
"1313","ability_present","Can I come in?","შეიძლება შემოვიდე?","Knocking on a door.","'შეიძლება' (It is possible) is the polite, impersonal way to ask permission."
